Id,Categories
1249," Category(ies): bug, refactor, resource

The changes include fixing bugs related to eventlet and libvirt unit tests in RHEL6.1, refactoring code to apply patches inside the virtualenv, and updating image IDs from integers to UUIDs in test files. These changes also involve updating configuration files and documentation, which falls under the resource category."
1111," Category: resource, test"
6046," Category(ies): bug, refactor, resource

The change is made to fix a bug (bug 968"
655,Too Large
5812," Category(ies): refactor, bug"
7869," Category: resource, refactor"
1535," Category(ies): refactor, feature

Reasoning: The change is refactoring the snapshot/backup functionality to use instance objects instead of instance IDs, which is a code improvement. Additionally, this change is related to the ""internal-uuids"" blueprint, which likely involves implementing new features or updating existing ones."
5528," Category: bug, resource

The change's title and description indicate that this is a bug fix (bug 959610). Additionally, the change updates configuration files (.gitignore, etc/keystone.conf, etc/logging.conf.sample), which fall under the resource category."
508," Category: bug, feature

The change aims to fix bug 794"
943, Category(ies): resource
6305," Category(ies): feature, bug"
4695," Category(ies): feature, test"
7214, Category(ies): resource
5899," Category(ies): bug, refactor, resource

The change is made to fix bugs related to the Jenkins Job filler. The first bug is that the venv job had a bad variable, breaking its name. The second bug is that jobs without publishers don't work, requiring an empty publisher tag. The change also includes refactoring the existing code by updating the 'project' variable in 'add_jobs.pp' and adding an empty publisher tag in 'body.xml.erb'. Additionally, the change updates the configuration resource 'body.xml.erb'."
2432, Category(ies): test
4072," Category: refactor, resource

Reasoning: This change is refactoring the existing code to improve how xenapi RRD records are retrieved, and it also updates the nonsource code resource (FLAGS.xenapi\_connection\_url) to obtain the scheme and address to talk to for fetching RRD XMLs."
222," Category: refactor, feature

The change includes adding a new attribute'serviceId' to the 'keystoneUser' object class and corresponding schema file. This is a new feature addition. Also, the'service_id' attribute is added to the 'attribute_mapping' dictionary in 'role.py', which is a refactoring change to support the new feature."
4854, Category(ies): resource
6333," Category(ies): refactor, feature, resource"
5158, Category(ies): resource
3951, Category(ies): bug
2446," Category: feature, refactor, resource

The change adds OFFLINE support to allow stack.sh to run without Internet access, which is a new feature. It also includes refactoring of the trueorfalse function and modification of sudoers.d file, which are resources."
6709," Category: feature, bug"
899, Category(ies): refactor
3832," Category(ies): resource, refactor, test"
3795," Category: refactor, feature"
6847,Too Large
4093, Category: refactor
5050, Category(ies): resource
6736, Category: refactor
4696," Category(ies): refactor, feature, test"
244," Category: refactor, test"
2089," Category(ies): refactor, resource

This change is refactoring the existing puppet manifests to separate the configuration for template machines and servers. It also updates the node configuration to include the new 'openstack_template' class. The primary goal is not to fix a bug or add a new feature, but to refactor the existing code and update the configuration resources."
1317,Too Large
2069," Category(ies): resource, bug"
2942, Category(ies): bug
