Row,DeepSeek,GPT,Gemini,Gemma,Llama,codeLlama,Mixtral,Qwen
Android_21048,1.28821833267491,1.38600973212374,-0.553037261408937,1.06235525267177,-1.49429509437442,-1.42248904415525,-1.39203453404505,-1.02327836475233
Android_22345,1.28821833267491,1.38600973212374,-0.553037261408937,1.04246902348118,0.690750798051672,0.750432091771479,0.622264464897847,0.999853091332053
Android_21527,1.30471519886611,1.38600973212374,-0.553037261408937,-0.957282336368537,-1.49429509437442,0.649025857720634,0.677009626458542,0.958177500112619
Android_14746,1.28821833267491,1.38600973212374,1.80551520762001,-0.957282336368537,-1.49429509437442,0.649025857720634,0.677009626458542,-1.02327836475233
Android_22313,1.28821833267491,-0.718723832622006,-0.553037261408937,1.02832371851985,0.690750798051672,-1.42248904415525,0.677009626458542,0.958177500112619
Android_14395,-0.772835158470295,-0.718723832622006,-0.553037261408937,1.06235525267177,-1.49429509437442,0.750432091771479,0.773594475591076,0.999853091332053
Android_18698,-0.772835158470295,-0.718723832622006,-0.553037261408937,1.06235525267177,0.642783120224985,0.649025857720634,0.716630732142521,0.958177500112619
Android_21505,1.28821833267491,1.38600973212374,-0.553037261408937,-0.957282336368537,-1.49429509437442,0.649025857720634,0.677009626458542,0.975460626932651
Android_15404,-0.772835158470295,1.38600973212374,-0.553037261408937,1.02832371851985,0.642783120224985,0.750432091771479,0.677009626458542,-1.02327836475233
Android_15367,-0.772835158470295,1.38600973212374,-0.553037261408937,1.06235525267177,0.642783120224985,0.750432091771479,0.677009626458542,-1.02327836475233
Android_23554,1.28821833267491,1.38600973212374,-0.553037261408937,-0.957282336368537,0.642783120224985,0.750432091771479,-1.39203453404505,-1.02327836475233
Android_11817,-0.772835158470295,-0.718723832622006,-0.553037261408937,-0.957282336368537,-1.49429509437442,-1.42248904415525,-1.39203453404505,-1.02327836475233
Android_23810,-0.772835158470295,-0.718723832622006,-0.553037261408937,-0.957282336368537,0.642783120224985,-1.42248904415525,0.677009626458542,-1.02327836475233
Android_22071,1.30471519886611,1.39846037361403,-0.553037261408937,1.06235525267177,0.760041342435424,0.750432091771479,0.773594475591076,0.999853091332053
Android_23670,1.28821833267491,1.38600973212374,-0.553037261408937,1.04246902348118,0.760041342435424,0.649025857720634,0.773594475591076,0.999853091332053
Android_16931,1.30471519886611,1.39846037361403,-0.553037261408937,1.02832371851985,0.642783120224985,-1.42248904415525,0.773594475591076,-1.02327836475233
Android_15977,-0.772835158470295,-0.718723832622006,-0.553037261408937,-0.957282336368537,0.642783120224985,0.649025857720634,0.773594475591076,-1.02327836475233
Android_16302,-0.772835158470295,1.38600973212374,-0.553037261408937,1.04246902348118,0.690750798051672,0.750432091771479,0.773594475591076,0.975460626932651
Android_18726,-0.772835158470295,-0.718723832622006,-0.553037261408937,-0.957282336368537,0.642783120224985,0.649025857720634,0.677009626458542,0.958177500112619
Android_20238,1.29512653828713,1.39123732242449,-0.553037261408937,1.04246902348118,-1.49429509437442,0.649025857720634,0.773594475591076,0.975460626932651
Android_11512,-0.772835158470295,-0.718723832622006,1.80551520762001,-0.957282336368537,-1.49429509437442,0.750432091771479,0.773594475591076,-1.02327836475233
Android_15690,-0.772835158470295,-0.718723832622006,-0.553037261408937,-0.957282336368537,0.642783120224985,0.649025857720634,0.677009626458542,-1.02327836475233
Android_13772,1.30471519886611,1.39846037361403,1.80906701448118,-0.957282336368537,0.760041342435424,0.750432091771479,-1.39203453404505,0.999853091332053
Android_12770,1.29512653828713,1.38600973212374,1.80702248807165,-0.957282336368537,0.576817194769298,0.750432091771479,0.773594475591076,0.975460626932651
Android_24098,-0.772835158470295,-0.718723832622006,-0.553037261408937,-0.957282336368537,0.642783120224985,0.649025857720634,0.677009626458542,-1.02327836475233
Android_20854,1.28821833267491,-0.718723832622006,-0.553037261408937,1.06235525267177,0.642783120224985,-1.42248904415525,0.677009626458542,-1.02327836475233
Android_16937,-0.772835158470295,-0.718723832622006,-0.553037261408937,1.06235525267177,-1.49429509437442,-1.42248904415525,0.773594475591076,-1.02327836475233
Android_18362,-0.772835158470295,-0.718723832622006,-0.553037261408937,-0.957282336368537,-1.49429509437442,0.750432091771479,0.773594475591076,0.999853091332053
