Id,Categories
9539.0,"Category(ies): bug, deprecate"
17339.0,Category(ies): resource
26950.0,Category(ies): bug
16397.0,Category(ies): bug
20700.0,Category(ies): feature
3849.0,"Category(ies): bug, feature"
4604.0,"Category(ies): bug, deprecate"
25404.0,"Category(ies): bug, resource"
7798.0,Category(ies): bug
2439.0,Category(ies): test
17897.0,Category(ies): test
17220.0,Category(ies): feature
2671.0,Category: feature
19388.0,Category(ies): bug
16861.0,"Category(ies): feature, test"
2258.0,Prompt excedding
2485.0,"Category(ies): bug, test"
6269.0,"Category(ies): bug, feature"
24593.0,Category(ies): bug
19210.0,"Category(ies): bug, test"
17655.0,"Category(ies): bug, test"
24970.0,Prompt excedding
12965.0,"Category(ies): bug, test"
24657.0,"Category(ies): bug, refactor"
19690.0,Category(ies): bug
11665.0,Category(ies): bug
18629.0,Prompt excedding
17983.0,Category(ies): resource
24665.0,"Category(ies): bug, resource"
23674.0,Category(ies): resource
14504.0,"Category(ies): bug, deprecate"
6157.0,Category(ies): bug
11524.0,Category(ies): bug
7814.0,"Category(ies): bug, deprecate"
19266.0,"Category(ies): bug, test"
24611.0,Category(ies): feature
21932.0,Category(ies): resource
15045.0,Category(ies): bug
15400.0,"Category(ies): bug, feature"
16880.0,"Category(ies): bug, test"
11067.0,Prompt excedding
19041.0,Prompt excedding
15514.0,Category(ies): deprecate
20883.0,"Category(ies): bug, test"
25199.0,Category(ies): resource
20901.0,"Category(ies): bug, feature"
2721.0,"Category(ies): bug, test"
13370.0,Category(ies): bug
2830.0,"Category(ies): bug, deprecate"
4674.0,Prompt excedding
21212.0,Category(ies): bug
1127.0,"Category(ies): bug, test"
19526.0,"Category(ies): bug, refactor"
369.0,"Category(ies): bug, feature"
19247.0,"Category(ies): bug, test"
2125.0,Category(ies): bug
17591.0,Category(ies): test
9855.0,"Category(ies): bug, feature"
11406.0,"Category(ies): bug, refactor"
26184.0,Prompt excedding
5056.0,Category(ies): resource
10937.0,"Category(ies): bug, resource"
2177.0,"Category(ies): bug, resource"
15541.0,"Category(ies): bug, feature"
13205.0,Category(ies): feature
6820.0,Category(ies): resource
19545.0,"Category: bug, feature"
2419.0,"Category(ies): bug, test"
17620.0,"Category(ies): bug, feature"
9918.0,"Category(ies): bug, test"
19849.0,"Category(ies): bug, test"
3936.0,Prompt excedding
532.0,"Category(ies): bug, test"
15329.0,Prompt excedding
17096.0,"Category(ies): bug,"
1303.0,Category(ies): resource
1257.0,Category(ies): bug
19779.0,"Category(ies): bug, resource"
18598.0,"Category(ies): bug, test"
3382.0,Category(ies): resource
13592.0,"Category(ies): bug, test"
17979.0,"Category(ies): bug, refactor, test"
7548.0,Prompt excedding
10512.0,"Category(ies): bug, resource"
606.0,"Category(ies): bug, test"
24282.0,Prompt excedding
11991.0,"Category(ies): bug, feature"
18330.0,Category(ies): test
20575.0,Category(ies): resource
13772.0,"Category(ies): bug, test"
4682.0,"Category(ies): bug, refactor, resource"
4082.0,Prompt excedding
12017.0,"Category(ies): bug, resource"
13060.0,"Category(ies): feature, resource, test"
11027.0,"Category(ies): bug, feature"
